humidity,temperature,spo2,bp,dosha
58.62,37.59,93.04,92.53,Pitta
42.37,37.64,90.74,154.28,Pitta
37.97,36.08,92.63,115.82,Pitta
67.43,37.61,91.68,123.23,Pitta
39.52,36.17,98.92,95.53,Vata
55.59,36.35,95.24,150.33,Kapha
49.01,37.42,96.59,95.59,Kapha
40.14,37.66,93.48,139.1,Pitta
65.48,36.56,97.98,100.66,Kapha
34.06,36.83,91.62,147.05,Pitta
51.3,38.14,94.88,126.81,Kapha
36.26,37.01,98.79,112.87,Kapha
66.91,38.18,97.95,100.5,Kapha
40.11,37.61,97.78,104.05,Kapha
67.77,37.84,92.83,97.28,Pitta
68.59,37.96,92.81,157.17,Pitta
58.84,37.72,93.53,111.17,Pitta
33.74,38.34,95.55,96.42,Kapha
63.72,36.63,99.16,139.79,Kapha
57.36,38.14,91.19,142.12,Pitta
45.15,36.73,96.85,109.68,Kapha
63.53,37.45,91.06,147.66,Pitta
61.71,36.89,95.2,158.34,Kapha
53.33,36.07,93.16,154.7,Pitta
62.16,36.62,98.52,159.34,Kapha
49.89,36.65,91.97,116.99,Pitta
44.39,36.61,97.19,95.58,Kapha
38.14,36.84,91.26,104.04,Pitta
30.27,36.83,90.81,134.0,Pitta
57.79,38.32,97.78,148.15,Pitta
37.32,37.47,96.62,91.79,Kapha
49.47,38.35,96.41,133.05,Pitta
39.22,36.64,93.95,109.68,Pitta
51.08,38.12,96.24,140.1,Pitta
35.08,36.21,97.31,131.56,Vata
50.1,37.83,97.82,113.03,Kapha
39.4,37.54,96.27,124.11,Kapha
64.05,37.51,93.42,122.56,Pitta
63.43,38.04,99.57,134.17,Pitta
36.74,37.42,93.47,147.72,Pitta
30.37,36.51,96.22,95.14,Kapha
47.89,37.35,98.16,150.83,Kapha
54.83,37.53,94.45,104.41,Kapha
39.56,36.45,90.83,137.25,Pitta
47.61,36.41,95.62,125.83,Kapha
56.78,36.78,99.16,122.2,Kapha
57.34,37.87,96.02,93.54,Kapha
64.3,36.09,93.08,148.05,Pitta
53.26,37.47,93.23,110.77,Pitta
60.14,37.14,98.42,108.74,Kapha
56.15,37.12,97.31,100.52,Kapha
41.21,36.95,95.61,122.52,Kapha
63.37,38.09,93.6,92.54,Pitta
56.98,37.43,90.46,123.62,Pitta
62.51,37.66,99.51,151.38,Pitta
30.57,38.1,97.69,136.07,Pitta
54.99,37.63,98.82,156.38,Pitta
39.95,37.71,98.16,137.3,Pitta
66.12,37.2,93.91,158.63,Pitta
59.63,36.56,99.3,102.31,Kapha
40.61,38.46,98.58,100.02,Kapha
56.15,36.81,99.39,110.17,Kapha
46.46,38.23,95.58,105.97,Kapha
50.76,36.57,94.38,156.08,Kapha
44.67,38.39,96.84,129.15,Kapha
44.66,37.66,98.92,101.99,Kapha
65.05,36.52,92.66,157.99,Pitta
45.06,37.35,92.81,108.46,Pitta
49.9,36.94,95.11,121.44,Kapha
50.7,38.26,91.22,115.93,Pitta
42.1,38.45,93.9,110.68,Pitta
39.06,36.98,91.39,145.21,Pitta
56.14,37.36,93.02,124.25,Pitta
40.38,37.9,90.27,131.64,Pitta
63.92,38.17,93.0,137.48,Pitta
41.62,36.9,91.06,136.32,Pitta
69.89,38.41,97.35,134.82,Pitta
63.78,36.7,99.06,142.9,Kapha
62.3,37.25,90.93,107.78,Pitta
38.1,37.49,97.36,91.54,Kapha
45.67,36.24,98.63,137.97,Kapha
40.57,37.1,90.39,114.78,Pitta
52.77,37.77,93.33,157.8,Pitta
63.9,36.58,97.96,94.37,Kapha
61.65,37.99,95.07,102.3,Kapha
36.16,38.48,90.79,113.48,Pitta
65.22,37.33,98.0,153.5,Kapha
66.29,36.63,99.64,120.32,Kapha
59.27,36.87,98.74,139.13,Kapha
37.59,36.46,96.87,152.77,Vata
63.08,38.4,99.57,90.56,Kapha
65.0,36.68,93.02,138.33,Pitta
61.16,37.56,90.91,129.21,Pitta
64.45,38.25,92.86,118.25,Pitta
44.3,36.96,93.48,99.39,Pitta
46.2,37.41,98.82,152.3,Kapha
59.85,38.26,93.34,155.02,Pitta
35.0,37.77,98.95,94.43,Kapha
39.79,37.58,98.05,98.46,Kapha
46.33,36.62,90.41,153.35,Pitta
53.86,38.4,95.34,102.83,Kapha
66.6,36.53,92.22,153.61,Pitta
69.2,36.96,92.27,95.05,Pitta
62.94,36.71,92.6,124.39,Pitta
42.25,38.29,96.65,146.02,Pitta
55.94,36.26,95.82,129.61,Kapha
33.01,36.44,97.89,98.98,Vata
57.54,36.81,92.6,154.97,Pitta
61.22,36.21,91.88,91.23,Pitta
41.17,38.32,98.25,148.9,Pitta
58.04,37.84,91.16,133.46,Pitta
47.42,36.24,99.95,100.79,Kapha
30.12,37.52,91.84,154.23,Pitta
56.04,36.15,94.26,118.89,Kapha
37.19,36.56,98.83,156.06,Kapha
65.11,37.54,92.72,158.84,Pitta
30.42,37.77,96.61,110.49,Kapha
32.19,36.82,96.28,150.37,Kapha
67.94,36.29,99.08,123.58,Kapha
49.93,36.26,96.57,96.82,Kapha
37.89,38.02,99.12,105.41,Kapha
30.96,36.6,90.16,93.61,Pitta
49.23,36.19,95.75,137.14,Kapha
57.9,38.02,90.67,148.97,Pitta
64.02,36.65,98.68,95.27,Kapha
55.23,37.87,90.55,93.94,Pitta
43.5,38.39,92.03,114.33,Pitta
38.79,36.48,95.99,103.43,Vata
50.18,36.35,92.98,156.17,Pitta
39.85,36.39,95.67,139.96,Vata
42.27,37.91,93.66,91.41,Pitta
48.44,36.94,95.03,128.72,Kapha
56.38,37.13,93.65,96.74,Pitta
39.3,36.08,98.88,135.23,Vata
69.08,36.0,93.19,119.87,Pitta
38.28,38.45,90.78,149.65,Pitta
59.23,36.75,93.48,140.12,Pitta
64.26,36.37,94.82,107.87,Kapha
38.07,36.1,94.52,91.45,Vata
41.0,36.69,96.44,132.81,Kapha
39.48,38.46,99.88,98.33,Kapha
48.2,36.13,98.37,121.84,Kapha
58.56,37.53,98.91,107.33,Kapha
58.64,38.1,91.77,103.49,Pitta
40.62,38.43,99.74,110.21,Kapha
53.14,37.38,91.2,97.72,Pitta
40.19,36.21,93.04,137.28,Pitta
54.1,37.1,91.43,94.25,Pitta
51.89,36.35,91.55,109.79,Pitta
30.74,36.99,99.42,155.83,Kapha
63.4,37.53,95.37,91.96,Kapha
68.34,37.22,99.26,100.29,Kapha
31.22,36.03,96.78,144.78,Vata
51.51,36.18,92.25,110.64,Pitta
61.29,37.35,97.97,95.25,Kapha
67.1,36.46,91.99,138.53,Pitta
50.5,36.41,95.48,145.13,Kapha
31.06,36.95,96.01,157.55,Kapha
50.35,36.1,98.57,131.78,Kapha
42.94,37.03,99.71,100.04,Kapha
57.18,36.19,97.57,139.21,Kapha
36.13,36.01,98.03,95.76,Vata
63.26,36.95,93.44,153.2,Pitta
43.45,38.27,90.95,103.81,Pitta
34.88,36.9,98.47,149.2,Kapha
33.82,38.02,98.14,146.9,Pitta
36.17,37.27,95.56,136.03,Kapha
49.65,37.59,95.53,126.52,Kapha
58.68,38.1,91.09,150.49,Pitta
31.75,38.22,99.43,147.11,Pitta
63.57,36.36,91.91,98.61,Pitta
47.65,37.57,90.57,139.63,Pitta
62.54,36.37,91.92,103.62,Pitta
41.08,37.58,92.87,154.22,Pitta
37.36,38.09,94.91,131.1,Pitta
38.82,38.33,95.6,90.75,Kapha
67.83,36.32,97.67,91.95,Kapha
33.39,37.12,91.5,120.8,Pitta
39.18,36.78,98.96,109.17,Kapha
48.45,36.15,97.46,106.29,Kapha
64.97,37.71,92.11,92.2,Pitta
30.92,37.2,94.81,151.75,Kapha
46.05,36.78,94.28,130.14,Kapha
49.12,37.69,92.71,134.04,Pitta
33.25,36.64,94.98,108.99,Kapha
53.23,36.12,91.1,137.21,Pitta
53.11,38.43,93.71,143.05,Pitta
61.25,36.7,93.37,94.96,Pitta
69.41,38.25,97.54,135.57,Pitta
61.49,37.58,97.35,126.15,Kapha
68.13,37.12,99.57,92.75,Kapha
58.25,37.19,97.12,95.88,Kapha
44.74,37.0,90.86,151.85,Pitta
33.39,36.14,90.86,115.73,Pitta
64.29,37.25,99.13,109.56,Kapha
43.65,36.31,99.66,147.64,Kapha
69.35,37.02,98.51,136.87,Kapha
49.01,36.82,94.08,118.83,Kapha
52.87,38.21,98.28,143.23,Pitta
39.51,38.37,90.05,159.14,Pitta
44.29,36.81,97.61,129.53,Kapha
38.62,37.93,98.23,97.84,Kapha
46.56,36.42,95.79,138.16,Kapha
33.49,37.27,90.51,95.21,Pitta
51.8,37.23,95.89,129.01,Kapha
62.53,36.3,92.92,92.36,Pitta
47.53,37.95,91.11,135.07,Pitta
36.55,36.34,92.83,147.42,Pitta
62.51,37.58,91.46,151.31,Pitta
48.04,37.82,99.24,114.78,Kapha
54.13,38.01,95.3,149.92,Pitta
51.09,36.34,97.96,110.72,Kapha
37.57,37.92,99.81,97.27,Kapha
33.94,38.05,90.06,122.61,Pitta
48.77,37.84,97.17,97.79,Kapha
32.15,36.32,91.65,122.09,Pitta
37.24,36.85,90.3,131.42,Pitta
43.58,36.6,92.92,125.94,Pitta
50.56,37.72,96.88,146.89,Pitta
44.71,38.05,97.29,92.23,Kapha
42.86,37.49,94.56,139.86,Kapha
54.04,36.03,90.12,140.54,Pitta
34.02,36.19,99.69,154.08,Vata
30.43,37.31,98.84,133.34,Kapha
67.2,37.4,98.36,112.3,Kapha
33.81,36.07,98.14,122.28,Vata
62.55,37.48,94.12,125.5,Kapha
51.67,37.23,94.98,99.41,Kapha
58.75,37.76,94.32,102.95,Kapha
58.45,38.47,99.14,158.67,Pitta
61.7,36.38,98.88,137.1,Kapha
36.68,37.01,90.05,112.93,Pitta
43.57,36.61,95.84,125.91,Kapha
36.14,36.52,97.56,113.56,Kapha
52.68,37.82,96.53,146.14,Pitta
67.39,38.42,93.13,95.98,Pitta
36.58,37.27,91.94,154.2,Pitta
62.86,38.45,95.21,137.49,Pitta
38.65,36.87,93.38,128.36,Pitta
54.67,37.84,98.53,139.97,Pitta
42.73,37.85,99.72,95.43,Kapha
49.34,36.41,91.68,129.95,Pitta
65.01,38.02,98.92,120.05,Kapha
68.08,36.49,92.54,134.4,Pitta
41.59,37.16,94.27,120.23,Kapha
45.1,36.22,94.6,96.06,Kapha
49.84,37.62,92.41,158.12,Pitta
51.03,38.13,94.48,90.94,Kapha
44.44,37.01,92.07,146.36,Pitta
58.28,36.39,91.31,129.8,Pitta
38.87,36.2,95.24,130.42,Vata
64.19,36.9,96.46,113.38,Kapha
68.4,37.51,94.98,102.03,Kapha
45.72,38.42,91.43,101.9,Pitta
36.4,38.01,90.19,153.53,Pitta
32.54,38.12,92.12,137.81,Pitta
61.61,37.79,94.84,154.69,Pitta
37.55,37.18,90.7,92.21,Pitta
40.11,37.64,92.51,94.73,Pitta
58.75,36.11,90.77,99.51,Pitta
30.82,38.34,97.32,145.3,Pitta
67.14,37.17,94.03,92.59,Kapha
31.29,36.88,91.73,153.22,Pitta
54.3,37.16,93.52,128.51,Pitta
64.48,37.83,93.06,156.24,Pitta
54.2,38.04,98.09,125.67,Kapha
54.26,36.03,98.29,139.7,Kapha
39.91,36.43,98.37,94.4,Vata
48.37,36.06,94.85,102.72,Kapha
33.4,37.93,94.46,95.79,Kapha
55.14,37.03,96.37,106.36,Kapha
33.0,36.77,99.15,153.02,Kapha
34.75,37.31,99.56,159.74,Kapha
50.89,36.5,95.31,142.78,Kapha
34.61,37.4,97.59,102.46,Kapha
65.07,36.48,99.42,103.51,Kapha
31.26,37.62,98.81,124.87,Kapha
46.59,37.02,92.65,121.3,Pitta
32.66,36.11,92.68,101.3,Pitta
60.58,37.7,95.29,156.14,Pitta
54.13,36.43,98.69,118.77,Kapha
41.8,36.57,95.74,134.15,Kapha
52.2,37.79,91.16,113.08,Pitta
39.03,37.33,95.9,106.48,Kapha
41.44,36.47,96.67,127.08,Kapha
45.83,36.35,92.17,140.97,Pitta
38.99,38.43,92.0,119.31,Pitta
59.16,37.56,95.07,97.56,Kapha
54.2,37.46,98.0,136.75,Kapha
43.47,37.66,93.72,91.77,Pitta
56.99,37.53,99.59,128.55,Kapha
50.7,36.09,98.33,108.68,Kapha
68.42,36.99,99.91,146.76,Kapha
31.01,36.14,93.03,135.8,Pitta
46.56,36.27,99.34,102.14,Kapha
66.12,38.23,95.66,126.19,Kapha
57.28,36.18,90.81,127.53,Pitta
35.13,36.35,90.18,95.91,Pitta
58.02,37.75,94.16,154.05,Pitta
38.38,38.17,93.5,113.93,Pitta
50.7,37.37,97.64,130.56,Kapha
49.4,38.26,92.36,113.21,Pitta
63.31,37.39,97.81,98.66,Kapha
54.9,38.3,90.21,90.79,Pitta
40.85,36.08,97.63,154.79,Kapha
52.68,38.33,93.94,153.3,Pitta
31.36,36.15,97.3,104.45,Vata
67.43,37.08,98.48,116.05,Kapha
30.24,37.14,95.36,156.26,Kapha
62.53,38.11,91.06,114.64,Pitta
32.03,37.63,91.62,149.42,Pitta
66.75,36.77,97.04,127.45,Kapha
68.69,36.77,99.73,126.1,Kapha
43.77,37.1,96.35,148.48,Kapha
35.04,38.37,98.61,141.54,Pitta
63.67,37.49,97.81,126.58,Kapha
35.02,37.26,95.24,147.13,Kapha
45.94,37.34,99.43,134.66,Kapha
37.74,38.39,93.67,112.68,Pitta
32.14,36.09,99.24,123.23,Vata
43.84,37.36,92.02,102.0,Pitta
53.18,38.19,93.09,128.51,Pitta
35.65,37.77,95.77,94.66,Kapha
37.01,36.81,98.62,150.05,Kapha
69.72,38.47,90.6,121.64,Pitta
39.65,36.09,93.45,127.6,Pitta
60.23,38.26,90.86,110.92,Pitta
68.92,37.17,92.52,107.27,Pitta
56.31,37.66,93.03,105.59,Pitta
31.11,37.83,96.27,103.14,Kapha
32.51,36.84,95.84,105.89,Kapha
31.36,38.11,95.67,108.31,Kapha
62.47,36.79,97.04,99.09,Kapha
67.7,37.1,94.66,135.15,Kapha
50.3,38.37,94.13,158.18,Pitta
66.24,37.69,98.17,100.55,Kapha
64.78,36.56,95.3,145.66,Kapha
65.91,36.53,95.96,120.9,Kapha
33.71,36.55,95.16,147.59,Kapha
51.22,38.34,95.56,123.01,Kapha
59.17,38.05,97.78,122.19,Kapha
52.24,37.0,97.06,106.9,Kapha
55.48,37.61,96.42,113.13,Kapha
36.79,37.75,90.69,90.29,Pitta
46.87,36.17,93.21,125.46,Pitta
43.59,36.59,91.51,120.44,Pitta
47.6,36.77,94.04,105.29,Kapha
53.66,37.41,96.45,92.71,Kapha
44.39,37.31,94.36,99.76,Kapha
53.78,37.32,92.63,95.46,Pitta
67.81,38.24,94.09,159.42,Pitta
35.33,36.66,96.06,121.82,Kapha
39.11,36.01,98.44,93.97,Vata
52.64,37.45,92.76,147.09,Pitta
58.24,38.28,94.23,145.35,Pitta
67.21,37.93,94.62,113.63,Kapha
52.75,37.43,99.58,120.33,Kapha
39.63,37.98,91.65,93.67,Pitta
47.78,36.34,92.99,104.36,Pitta
49.93,37.2,91.54,154.51,Pitta
38.06,36.18,95.06,146.91,Vata
68.13,36.36,99.28,94.87,Kapha
65.07,37.65,98.5,137.72,Pitta
51.88,37.48,91.78,102.19,Pitta
34.43,38.1,92.79,132.17,Pitta
30.44,38.36,94.22,109.17,Kapha
50.48,38.23,95.55,154.93,Pitta
37.62,36.77,93.17,131.84,Pitta
50.58,37.55,95.35,131.17,Pitta
56.94,36.99,90.34,133.62,Pitta
58.42,37.67,91.29,111.15,Pitta
54.43,37.85,92.95,123.68,Pitta
51.17,37.61,94.23,114.16,Kapha
40.5,36.69,98.03,116.76,Kapha
44.29,36.62,92.92,97.7,Pitta
44.96,37.25,92.51,111.22,Pitta
60.31,36.52,98.63,129.31,Kapha
33.27,38.46,93.79,95.15,Pitta
56.15,37.79,92.47,155.01,Pitta
61.43,36.03,97.43,142.86,Kapha
66.61,36.95,95.62,158.87,Kapha
64.42,37.16,95.15,91.75,Kapha
31.8,36.25,94.7,109.51,Vata
39.12,37.48,90.34,141.27,Pitta
63.79,38.34,96.09,152.2,Pitta
54.15,36.67,98.31,159.67,Kapha
38.95,38.28,97.95,126.86,Kapha
59.5,38.39,96.16,129.26,Kapha
66.09,36.41,95.78,127.61,Kapha
66.6,37.86,91.63,105.5,Pitta
55.88,37.46,91.08,157.56,Pitta
50.01,37.19,94.02,145.0,Kapha
55.59,37.51,90.65,151.39,Pitta
53.08,38.31,96.4,151.33,Pitta
52.42,37.6,90.83,148.46,Pitta
39.31,36.54,96.19,107.1,Kapha
55.12,37.89,94.64,117.74,Kapha
55.45,37.82,94.69,153.47,Pitta
60.52,37.94,93.01,93.63,Pitta
65.03,37.95,91.72,97.27,Pitta
51.9,36.86,90.6,101.9,Pitta
55.79,36.62,96.13,120.95,Kapha
31.87,37.15,95.16,107.95,Kapha
36.47,37.0,91.36,130.81,Pitta
65.91,37.9,96.42,98.87,Kapha
65.83,37.71,97.96,94.14,Kapha
50.88,37.96,93.64,98.96,Pitta
44.99,37.11,94.08,140.86,Kapha
39.0,36.35,98.55,118.57,Vata
65.27,36.01,94.12,109.52,Kapha
37.25,36.3,95.5,151.27,Vata
58.65,37.48,96.41,91.78,Kapha
63.55,37.92,92.66,104.73,Pitta
43.17,37.73,97.17,144.4,Pitta
35.5,37.37,92.99,120.02,Pitta
63.66,38.23,92.51,146.15,Pitta
31.23,37.17,91.88,108.86,Pitta
34.55,38.26,97.56,126.96,Kapha
50.74,37.83,92.49,138.23,Pitta
47.65,36.58,99.44,95.05,Kapha
48.24,37.79,92.35,112.74,Pitta
68.59,38.01,90.83,110.67,Pitta
49.41,36.53,99.09,119.45,Kapha
40.04,37.97,94.8,125.01,Kapha
53.94,37.69,96.2,158.43,Pitta
36.91,36.66,91.18,148.22,Pitta
38.45,37.14,99.97,92.15,Kapha
56.41,37.32,95.33,136.16,Kapha
37.97,37.16,92.6,115.22,Pitta
39.65,36.97,94.85,141.5,Kapha
45.48,36.73,98.44,122.48,Kapha
30.8,36.87,99.07,137.0,Kapha
54.44,36.61,98.41,91.14,Kapha
31.94,36.75,96.62,150.21,Kapha
48.59,37.99,90.67,93.71,Pitta
57.6,36.67,97.98,132.97,Kapha
30.71,37.35,97.6,143.29,Kapha
68.81,37.99,99.69,159.78,Pitta
64.58,37.11,90.26,150.48,Pitta
52.81,37.72,91.05,131.32,Pitta
52.12,37.71,91.39,149.68,Pitta
56.32,37.32,97.86,143.55,Kapha
38.23,36.71,91.49,132.42,Pitta
66.64,38.33,97.48,155.0,Pitta
37.11,36.89,97.31,153.75,Kapha
57.66,37.89,97.5,102.98,Kapha
59.21,37.15,90.58,105.35,Pitta
35.14,37.15,96.23,139.04,Kapha
56.38,38.37,98.7,145.9,Pitta
65.39,37.77,99.74,133.99,Pitta
37.78,37.25,92.59,108.0,Pitta
40.28,37.9,90.71,105.92,Pitta
63.2,37.83,96.87,103.47,Kapha
53.74,37.95,94.24,118.8,Kapha
60.93,38.29,96.11,141.16,Pitta
39.21,37.9,92.7,156.53,Pitta
45.83,37.52,98.65,112.24,Kapha
52.21,37.33,92.08,117.21,Pitta
34.31,38.44,91.17,111.86,Pitta
35.48,37.92,90.01,157.91,Pitta
59.72,36.52,91.2,132.38,Pitta
44.78,36.3,98.33,150.03,Kapha
36.63,36.87,99.15,119.97,Kapha
58.86,37.9,96.68,99.09,Kapha
32.89,38.12,93.93,103.72,Pitta
49.51,38.28,95.94,135.48,Pitta
46.94,38.35,93.69,116.41,Pitta
39.0,36.76,94.41,99.17,Kapha
40.85,36.14,97.68,143.84,Kapha
53.84,37.02,99.17,120.25,Kapha
57.19,37.78,91.54,134.86,Pitta
42.69,37.78,96.46,138.27,Pitta
42.79,37.45,98.92,157.04,Kapha
68.94,36.42,94.26,147.56,Kapha
38.01,36.53,96.18,147.51,Kapha
48.38,38.11,90.62,134.92,Pitta
68.29,36.24,92.18,131.81,Pitta
52.18,38.42,96.23,141.81,Pitta
31.52,36.45,98.79,153.82,Vata
32.9,36.59,96.7,123.6,Kapha
35.41,38.11,92.43,95.19,Pitta
31.76,36.04,96.5,154.18,Vata
61.71,37.42,95.44,120.53,Kapha
47.97,37.85,99.07,98.45,Kapha
67.24,37.16,99.42,136.77,Kapha
64.84,36.34,98.74,93.15,Kapha
59.74,36.01,93.84,118.93,Pitta
53.72,38.23,93.53,147.02,Pitta
66.68,38.04,95.63,131.19,Pitta
51.27,36.48,99.55,154.37,Kapha
59.36,38.14,93.24,94.43,Pitta
50.55,38.33,90.58,121.44,Pitta
69.66,37.71,98.55,118.47,Kapha
38.06,36.12,93.19,107.48,Pitta
33.05,38.03,99.46,153.8,Pitta
61.93,36.37,93.96,142.44,Pitta
31.96,36.8,97.38,109.48,Kapha
34.83,38.39,99.62,129.44,Kapha
65.15,37.94,98.86,158.3,Pitta
44.14,37.14,95.23,124.6,Kapha
63.47,37.3,99.41,105.18,Kapha
58.41,36.18,94.07,120.11,Kapha
32.26,37.5,99.55,120.47,Kapha
32.61,36.49,92.84,115.78,Pitta
61.01,36.98,93.42,108.61,Pitta
56.97,36.15,96.45,122.9,Kapha
56.17,36.31,97.7,149.91,Kapha
46.17,36.7,98.0,103.73,Kapha
58.81,38.34,92.74,100.05,Pitta
58.61,37.59,93.79,150.79,Pitta
35.66,36.12,98.52,110.32,Vata
53.91,37.77,96.78,152.85,Pitta
58.99,38.35,91.19,139.08,Pitta
69.25,37.94,92.8,128.54,Pitta
46.02,36.68,99.11,140.09,Kapha
56.15,38.44,95.82,101.03,Kapha
38.44,36.92,91.21,126.96,Pitta
44.41,36.83,94.85,111.26,Kapha
31.67,37.15,95.53,94.58,Kapha
36.72,37.44,95.48,94.52,Kapha
59.13,38.02,97.38,117.57,Kapha
60.01,38.06,97.38,92.52,Kapha
44.67,38.39,91.5,122.04,Pitta
47.09,38.1,92.83,150.82,Pitta
30.57,38.18,90.02,109.98,Pitta
49.01,36.0,94.64,134.68,Kapha
36.76,37.77,91.39,97.73,Pitta
41.4,36.86,93.9,102.93,Pitta
64.75,36.84,99.29,133.37,Kapha
55.05,37.95,92.2,134.4,Pitta
45.98,36.94,96.83,130.08,Kapha
51.09,38.47,93.65,105.43,Pitta
49.55,38.4,97.77,148.49,Pitta
65.3,36.72,98.62,136.23,Kapha
68.38,36.71,90.21,117.05,Pitta
52.86,37.95,98.74,119.76,Kapha
50.55,37.68,97.92,141.78,Pitta
68.69,36.98,97.86,100.55,Kapha
54.83,36.18,99.99,109.99,Kapha
46.33,37.21,92.09,105.84,Pitta
31.8,36.89,99.17,144.17,Kapha
55.27,36.01,93.76,116.67,Pitta
65.19,37.95,99.64,90.82,Kapha
66.46,36.83,90.96,135.21,Pitta
36.51,38.24,92.27,104.96,Pitta
40.77,36.3,92.79,139.18,Pitta
35.89,38.35,97.6,150.68,Pitta
69.39,36.86,97.43,121.13,Kapha
60.35,38.37,90.05,139.46,Pitta
57.28,37.67,93.54,140.43,Pitta
40.18,37.94,90.82,121.18,Pitta
44.35,36.81,99.26,125.47,Kapha
38.97,37.08,90.61,143.53,Pitta
44.1,37.57,92.76,154.95,Pitta
57.64,37.25,94.95,143.0,Kapha
60.49,36.2,99.93,134.12,Kapha
49.22,37.99,90.14,144.57,Pitta
34.77,37.71,93.24,111.34,Pitta
61.43,36.36,99.74,156.72,Kapha
46.2,37.88,94.03,121.68,Kapha
68.61,36.95,97.51,97.38,Kapha
52.38,38.35,90.9,111.82,Pitta
53.45,38.35,98.6,107.44,Kapha
67.44,36.9,94.23,152.55,Kapha
54.07,37.25,90.12,97.38,Pitta
58.13,37.68,96.24,116.86,Kapha
54.93,37.8,90.0,118.69,Pitta
41.45,37.78,97.34,101.75,Kapha
47.49,37.9,92.58,152.71,Pitta
45.28,36.94,99.56,99.55,Kapha
62.36,38.13,98.63,135.4,Pitta
41.96,37.85,98.15,141.94,Pitta
60.5,36.0,90.55,122.22,Pitta
42.5,37.98,98.26,159.16,Pitta
30.97,38.43,93.14,143.45,Pitta
38.94,38.04,94.62,159.88,Pitta
39.66,36.93,99.39,97.19,Kapha
49.1,36.67,98.75,127.84,Kapha
40.53,36.44,95.18,117.44,Kapha
60.36,37.42,92.54,125.19,Pitta
64.79,36.35,93.65,94.69,Pitta
64.69,37.52,92.1,105.54,Pitta
64.4,37.38,94.74,90.1,Kapha
44.12,36.07,94.82,153.19,Kapha
49.51,37.86,90.13,150.82,Pitta
50.95,36.55,99.07,107.91,Kapha
53.85,38.0,97.35,158.97,Pitta
61.41,36.05,92.96,106.68,Pitta
52.48,37.49,92.97,154.62,Pitta
44.43,37.67,90.39,117.28,Pitta
32.82,37.01,93.02,113.43,Pitta
56.08,36.27,90.13,110.23,Pitta
55.79,38.25,93.56,147.03,Pitta
68.82,38.27,93.16,153.69,Pitta
39.01,37.8,91.8,138.53,Pitta
60.24,37.02,94.93,129.01,Kapha
38.02,36.2,99.53,132.57,Vata
63.33,36.57,92.77,158.06,Pitta
34.77,36.25,95.02,90.69,Vata
59.33,37.91,98.92,124.07,Kapha
41.17,36.05,91.73,97.76,Pitta
53.39,36.88,92.65,94.28,Pitta
39.4,37.49,90.27,103.25,Pitta
40.44,36.56,90.29,125.17,Pitta
39.21,37.75,92.15,108.03,Pitta
69.26,36.49,93.73,145.6,Pitta
37.17,38.41,99.89,157.37,Pitta
36.51,37.86,93.23,102.57,Pitta
34.69,37.63,91.66,116.45,Pitta
63.32,37.96,96.4,108.39,Kapha
64.05,36.08,91.95,93.07,Pitta
55.49,37.27,92.48,102.36,Pitta
32.4,37.24,95.73,138.87,Kapha
51.75,37.09,92.72,151.56,Pitta
67.74,37.84,98.96,143.37,Pitta
57.78,37.16,96.84,115.16,Kapha
64.56,37.23,99.43,131.96,Kapha
47.35,37.11,96.8,120.76,Kapha
40.63,37.11,98.24,132.68,Kapha
43.12,38.21,94.58,142.39,Pitta
62.97,36.85,99.6,147.86,Kapha
37.61,36.32,91.93,106.13,Pitta
66.5,37.7,98.48,156.97,Pitta
52.3,37.4,97.54,153.65,Kapha
38.03,36.25,99.0,131.75,Vata
54.78,37.39,91.95,128.49,Pitta
63.17,37.37,99.13,153.44,Kapha
68.46,37.92,96.01,112.42,Kapha
35.92,36.42,95.98,104.44,Vata
38.16,37.99,99.43,109.25,Kapha
50.11,36.86,97.54,106.04,Kapha
43.34,36.82,97.14,159.67,Kapha
48.38,36.04,98.59,133.39,Kapha
39.3,38.22,93.55,123.39,Pitta
68.81,36.89,99.49,152.07,Kapha
59.11,38.35,99.27,122.44,Kapha
48.47,38.11,93.2,110.61,Pitta
41.93,36.94,98.51,150.52,Kapha
66.06,36.84,96.37,125.72,Kapha
53.21,37.97,97.61,94.88,Kapha
68.54,36.79,90.39,130.8,Pitta
51.73,37.26,91.93,121.72,Pitta
53.49,38.32,95.18,99.19,Kapha
60.12,37.86,97.25,145.28,Pitta
48.98,38.45,96.05,150.31,Pitta
35.97,37.2,98.91,138.88,Kapha
37.11,38.04,93.98,99.55,Pitta
64.91,37.29,97.11,107.69,Kapha
35.49,36.93,99.95,142.59,Kapha
47.69,37.96,97.53,124.82,Kapha
44.32,38.26,95.33,92.0,Kapha
37.1,38.22,95.24,115.84,Kapha
45.48,36.0,96.79,134.68,Kapha
53.98,36.78,97.96,94.63,Kapha
52.08,37.56,92.56,154.49,Pitta
46.15,37.24,95.8,135.4,Kapha
33.25,36.47,98.65,145.3,Vata
30.42,36.2,97.03,134.54,Vata
61.78,37.92,95.36,121.95,Kapha
32.96,37.86,93.76,117.3,Pitta
31.01,37.76,92.98,114.01,Pitta
50.46,36.88,97.64,108.45,Kapha
65.9,37.98,97.11,91.02,Kapha
33.07,36.41,97.05,141.08,Vata
49.75,36.89,98.59,128.54,Kapha
47.14,36.59,91.02,144.34,Pitta
48.07,36.85,94.52,108.12,Kapha
